0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0.9999999,0.89734215,0.93555415,0.94470334,0.9615711,0.9555175,0.92270327,0.95155895,0.92875546,0.94743574,0.9288958,0.9480914,0.96032953,0.9590386,0.9770614,0.88380706,0.93488395,0.938476,0.8331972,0.9530943,0.95989734,0.9307856,0.9482784,0.9317405,0.9627214,0.94313926,0.9510494,0.875645,0.95292175,0.8264077,0.7526681,0.93796057,0.8261359,0.4822783,0.9099231,0.9065788,0.91236544,0.90339434,0.9071817,0.9366641,0.9626431,0.97133416,0.9602365,0.9429636,0.9506075,0.974758,0.9178293,0.9238883,0.9643258,0.9474088,0.92406094,0.9500407,0.9222552,0.96561193,0.9457377,0.96062684,0.92290264,0.9619722,0.9478483,0.95722896,0.9501438,0.8964266,0.91454,0.9209319,0.9160901,0.9437964,0.9545293,0.953117,0.5088649
0.89734215,1.0,0.8887929,0.9345919,0.88490844,0.88376045,0.8276224,0.9202858,0.9487289,0.91481245,0.8578135,0.8655273,0.8721287,0.8659719,0.9022528,0.9580704,0.88731956,0.86753666,0.8365859,0.8543778,0.8795134,0.9371384,0.9054662,0.95996594,0.88888574,0.90778816,0.87919825,0.9604542,0.8660878,0.82455134,0.7515323,0.8761405,0.8108446,0.4969694,0.8696354,0.8727022,0.8691727,0.94106674,0.93680173,0.8682076,0.9000538,0.90210974,0.87876165,0.8552724,0.861583,0.8976695,0.8862264,0.8970474,0.88647914,0.88941044,0.8668313,0.92847407,0.9204333,0.87659675,0.9027819,0.8926307,0.9099606,0.9034083,0.8817319,0.8942041,0.8571213,0.9445778,0.88661706,0.9490142,0.91027397,0.896838,0.8543025,0.84710824,0.49245593
0.93555415,0.8887929,1.0000001,0.9565252,0.9595427,0.92734593,0.91417915,0.93056685,0.91208494,0.950303,0.9058756,0.9274787,0.9157473,0.93507594,0.9509051,0.8780458,0.9157368,0.91669804,0.800094,0.90735316,0.97566324,0.91483927,0.93498397,0.9218411,0.93559486,0.9233565,0.9621554,0.86913836,0.9411017,0.80686164,0.7497746,0.9363414,0.8622724,0.4656061,0.91857624,0.93528956,0.938902,0.9090688,0.92033666,0.93206894,0.9340579,0.9630455,0.96398175,0.908084,0.92473316,0.94937354,0.9324851,0.9316524,0.96896154,0.9637335,0.96015495,0.93764853,0.94851565,0.91869247,0.9214182,0.91565514,0.9153912,0.9547328,0.986319,0.9603508,0.92511827,0.89379936,0.95855856,0.92358655,0.91805166,0.90264344,0.93239707,0.9342534,0.503235
0.94470334,0.9345919,0.9565252,1.0000002,0.9427482,0.9399796,0.89631146,0.95538896,0.932557,0.9636914,0.90501845,0.91670763,0.9198139,0.9164173,0.9556101,0.90881777,0.90516543,0.9186177,0.848034,0.9065995,0.93909234,0.9565146,0.9363313,0.9472808,0.9320514,0.943609,0.9336167,0.9061633,0.9358201,0.84657216,0.77879846,0.93687665,0.8343792,0.50035954,0.9081997,0.91411597,0.9375,0.936828,0.941675,0.93069077,0.94739014,0.96644914,0.9400589,0.9122021,0.9064093,0.95555115,0.9435702,0.95274544,0.94263,0.9506203,0.94879085,0.9613179,0.97469074,0.92038953,0.93825024,0.94110334,0.9428031,0.96281934,0.9462575,0.9514761,0.9197677,0.9189258,0.94031256,0.95616126,0.95018077,0.91827524,0.923174,0.9185761,0.51913273
0.9615711,0.88490844,0.9595427,0.9427482,1.0,0.93820655,0.93332624,0.9203028,0.91664714,0.9410524,0.9335172,0.93743914,0.96439564,0.98351747,0.9646673,0.8787068,0.9479636,0.9404165,0.8166667,0.9475416,0.986068,0.9230662,0.9510834,0.9236568,0.9583858,0.942533,0.9652932,0.8584188,0.96482146,0.8214597,0.75306845,0.94965655,0.82679117,0.4736935,0.9150897,0.91514957,0.93278563,0.9093721,0.91647154,0.9326867,0.97465414,0.9657267,0.99306923,0.9426805,0.9774052,0.9593951,0.92778736,0.9287138,0.9886067,0.972612,0.94128776,0.93932426,0.93426424,0.9747241,0.95273626,0.94619715,0.9245719,0.9795664,0.9792937,0.98837394,0.95784146,0.8874595,0.92845565,0.9074229,0.9171055,0.9455662,0.96857,0.9649313,0.4979586
0.9555175,0.88376045,0.92734593,0.9399796,0.93820655,1.0000001,0.9288578,0.94590104,0.909563,0.9163909,0.9312218,0.93971467,0.9513158,0.92706054,0.95144606,0.8791024,0.8977004,0.94540197,0.8110213,0.94554615,0.9332449,0.9290777,0.9335596,0.91462195,0.9465555,0.9370902,0.93355066,0.86368966,0.93734324,0.8021357,0.74040234,0.9396481,0.8168292,0.46209866,0.88789105,0.9016989,0.91090596,0.9003547,0.90106833,0.9471198,0.9489315,0.9580351,0.94548064,0.9375977,0.9170418,0.9525347,0.9035194,0.91046673,0.94684887,0.93923795,0.9182776,0.94740427,0.9110907,0.9380473,0.9192403,0.9741943,0.9067304,0.943226,0.9409178,0.9434415,0.9576823,0.89494413,0.9046267,0.9209151,0.91399175,0.9243294,0.93841016,0.9386447,0.48475474
0.92270327,0.8276224,0.91417915,0.89631146,0.93332624,0.9288578,1.0000001,0.9011797,0.85520375,0.87529045,0.9400052,0.94548285,0.94309163,0.939868,0.92557096,0.8233484,0.90743494,0.96172285,0.7780156,0.95084965,0.9226154,0.87422967,0.9330344,0.8643347,0.94921505,0.926576,0.9487003,0.80363953,0.96817386,0.767917,0.70227265,0.89937365,0.8378399,0.44392985,0.88405454,0.9216213,0.89064324,0.8719727,0.8779244,0.944894,0.92166233,0.9251973,0.940826,0.9656127,0.93567157,0.92657346,0.8827548,0.8854883,0.93967474,0.9295831,0.932248,0.89571923,0.88738656,0.9326307,0.8630233,0.91750515,0.88161075,0.90843606,0.91855055,0.92482466,0.95771027,0.8523972,0.8921435,0.881541,0.85554636,0.89680964,0.9718026,0.97444075,0.49525744
0.95155895,0.9202858,0.93056685,0.95538896,0.9203028,0.94590104,0.9011797,1.0,0.9217615,0.92672753,0.91711074,0.92859757,0.92269313,0.91410995,0.9553075,0.89870715,0.8954412,0.9179969,0.8450651,0.9178877,0.9265967,0.95818585,0.9418318,0.93733793,0.93919563,0.9477173,0.9298369,0.8943338,0.9324429,0.8276688,0.7537801,0.90979594,0.8300227,0.51577497,0.8971197,0.9153844,0.91126245,0.94321835,0.94007266,0.95255685,0.93199766,0.95372164,0.926751,0.9068762,0.90437317,0.95827496,0.90641665,0.92105156,0.93548155,0.9388883,0.92311597,0.9831586,0.93773884,0.91848147,0.9188867,0.9474314,0.9170178,0.9301219,0.9245151,0.92662144,0.9269401,0.9393432,0.91982234,0.9530089,0.9205619,0.90995735,0.92063653,0.91979367,0.5437727
0.92875546,0.9487289,0.91208494,0.932557,0.91664714,0.909563,0.85520375,0.9217615,1.0,0.9260743,0.8623796,0.90190154,0.8898523,0.8878592,0.92303383,0.96307707,0.90744567,0.89605385,0.82754785,0.8720818,0.91444576,0.9356258,0.9122787,0.98989177,0.9135623,0.92281556,0.9139707,0.9427197,0.88575506,0.82000726,0.74711424,0.9072306,0.8229834,0.4674597,0.8927572,0.8946892,0.8821448,0.9288061,0.9299001,0.8747142,0.9215286,0.9295473,0.90903974,0.8827982,0.8844662,0.9186841,0.89251864,0.8962914,0.915787,0.9167234,0.87747043,0.9406493,0.90413237,0.8959179,0.92194146,0.9050964,0.9212201,0.93829,0.9205817,0.9241703,0.8762793,0.93385196,0.8936893,0.9334836,0.9016981,0.9062915,0.8796688,0.87425065,0.47321936
0.94743574,0.91481245,0.950303,0.9636914,0.9410524,0.9163909,0.87529045,0.92672753,0.9260743,1.0000002,0.87268114,0.9210043,0.90722394,0.92545307,0.9486828,0.8830193,0.91802806,0.88996917,0.879396,0.88823676,0.9513349,0.9424344,0.90872467,0.9346999,0.93658245,0.94264334,0.9318774,0.8808271,0.9244,0.8900269,0.8372874,0.92789555,0.80689335,0.50492334,0.9213921,0.89875346,0.9366459,0.90609825,0.9233104,0.89309484,0.9524966,0.9569364,0.93848443,0.90186954,0.9167937,0.94674486,0.9700559,0.9699743,0.9398429,0.94383323,0.9462356,0.94138694,0.9620007,0.92072237,0.95859295,0.9304382,0.9469866,0.9630102,0.9457176,0.95676553,0.89621484,0.8892109,0.9571355,0.9308853,0.94994074,0.9237522,0.924175,0.9212708,0.5238298
0.9288958,0.8578135,0.9058756,0.90501845,0.9335172,0.9312218,0.9400052,0.91711074,0.8623796,0.87268114,1.0,0.9157644,0.9564275,0.9377284,0.93294233,0.84599876,0.90354985,0.9466649,0.7772181,0.9601828,0.92312616,0.8952984,0.9672542,0.8777721,0.930787,0.90551144,0.9246094,0.83486474,0.94769716,0.76640975,0.70092356,0.904735,0.81507325,0.47303486,0.86083347,0.8879324,0.87558055,0.90163255,0.8882303,0.9619233,0.92536205,0.924456,0.93898225,0.9350992,0.93246704,0.9265966,0.86350566,0.87553847,0.94024324,0.9338108,0.89517665,0.9142308,0.89182895,0.9432443,0.87414217,0.9335823,0.8878865,0.91147923,0.91717595,0.9224137,0.96539605,0.874507,0.8799,0.88968366,0.8792349,0.94452894,0.94119024,0.9366101,0.49850836
0.9480914,0.8655273,0.9274787,0.91670763,0.93743914,0.93971467,0.94548285,0.92859757,0.90190154,0.9210043,0.9157644,1.0000001,0.93653834,0.9415017,0.9456916,0.856275,0.9313369,0.9383632,0.844666,0.92873496,0.94860315,0.9105348,0.93575966,0.9090704,0.9683516,0.95589256,0.9645752,0.8280842,0.9419093,0.83343405,0.7705214,0.927463,0.8173447,0.47139576,0.9202944,0.9347108,0.90727144,0.894994,0.90637213,0.9324367,0.93956643,0.9419354,0.944878,0.9497037,0.9338784,0.9459168,0.9153928,0.91763794,0.9516536,0.9487721,0.9221483,0.9318043,0.90871686,0.93670636,0.91802543,0.9426043,0.91084576,0.93524194,0.93830675,0.93729705,0.9366908,0.8805379,0.9379355,0.9033234,0.8992115,0.92212975,0.9496547,0.95472854,0.51590997
0.96032953,0.8721287,0.9157473,0.9198139,0.96439564,0.9513158,0.94309163,0.92269313,0.8898523,0.90722394,0.9564275,0.93653834,1.0000002,0.97146934,0.95932,0.85937214,0.9239596,0.9711886,0.81094414,0.9908025,0.9470793,0.9182004,0.9484784,0.90167177,0.95402193,0.9296821,0.9398953,0.83875847,0.95731384,0.8031177,0.73763776,0.93253917,0.7982111,0.4625723,0.883199,0.886871,0.89916164,0.8995668,0.89836735,0.949891,0.964832,0.94971526,0.9673643,0.96230364,0.9664972,0.953669,0.8948144,0.9029717,0.9672217,0.94421613,0.9074701,0.9327897,0.9105384,0.9909583,0.9245119,0.9669916,0.91204417,0.9463156,0.937093,0.9528026,0.9884394,0.87727636,0.89886844,0.8968453,0.9030082,0.9482608,0.9633885,0.95792663,0.4844693
0.9590386,0.8659719,0.93507594,0.9164173,0.98351747,0.92706054,0.939868,0.91410995,0.8878592,0.92545307,0.9377284,0.9415017,0.97146934,1.0000001,0.95939523,0.8478159,0.94407886,0.9376984,0.820963,0.9595258,0.9742886,0.91159034,0.94568104,0.8993334,0.96471274,0.937783,0.96215165,0.8279017,0.9686944,0.8215835,0.7572143,0.9287769,0.804284,0.47924614,0.8977641,0.90030754,0.91474783,0.8958631,0.90428245,0.9332624,0.9699709,0.9487052,0.9849253,0.9527123,0.99644476,0.9549626,0.915738,0.91971046,0.9807264,0.95721513,0.92743826,0.92517287,0.92086554,0.9860022,0.94610095,0.94961303,0.9110511,0.9570919,0.9552022,0.9720831,0.9603732,0.8677212,0.91738755,0.8896668,0.89887595,0.9466212,0.97825944,0.9728215,0.5086479
0.9770614,0.9022528,0.9509051,0.9556101,0.9646673,0.95144606,0.92557096,0.9553075,0.92303383,0.9486828,0.93294233,0.9456916,0.95932,0.95939523,1.0,0.8886666,0.930881,0.93954456,0.84248936,0.95089245,0.9652196,0.94422317,0.95686936,0.93430245,0.9641201,0.9512057,0.95826244,0.87711835,0.9593924,0.8367995,0.7677846,0.94243234,0.8294883,0.48628744,0.9176433,0.91894,0.92539036,0.9196312,0.9246675,0.95017374,0.9650065,0.99018925,0.9635833,0.9412849,0.95075786,0.99408734,0.9292168,0.93760383,0.9716383,0.9628508,0.9398863,0.9564432,0.9466191,0.9616324,0.9440844,0.9584741,0.9403863,0.96224225,0.9559634,0.9611755,0.9538205,0.9067208,0.9300741,0.9336268,0.92461574,0.9351215,0.9536438,0.951179,0.5123832
0.88380706,0.9580704,0.8780458,0.90881777,0.8787068,0.8791024,0.8233484,0.89870715,0.96307707,0.8830193,0.84599876,0.856275,0.85937214,0.8478159,0.8886666,0.99999994,0.89106345,0.86537164,0.7928314,0.84272367,0.868616,0.914185,0.9006215,0.95913994,0.87021834,0.8879013,0.87102115,0.9705638,0.8529104,0.7863393,0.71607625,0.8766885,0.8277489,0.47395945,0.869522,0.8904067,0.8444964,0.9191742,0.91054684,0.8508276,0.8786157,0.89395857,0.8707248,0.8406875,0.8432965,0.88436484,0.85792524,0.86325395,0.8771595,0.8802041,0.85004246,0.91234136,0.87967783,0.8580377,0.87293637,0.8676096,0.8943327,0.8934847,0.8791914,0.8858727,0.8469976,0.96150416,0.85779417,0.91762275,0.87901914,0.8751725,0.8404774,0.8349488,0.46696523
0.93488395,0.88731956,0.9157368,0.90516543,0.9479636,0.8977004,0.90743494,0.8954412,0.90744567,0.91802806,0.90354985,0.9313369,0.9239596,0.94407886,0.930881,0.89106345,0.9999999,0.90676856,0.8271594,0.91005,0.94474304,0.9006258,0.9361042,0.91205746,0.9467488,0.9309989,0.9429976,0.86265874,0.9300722,0.8256463,0.7542262,0.9200664,0.8114774,0.4835032,0.9276165,0.92363024,0.8941046,0.89157003,0.9021454,0.8968296,0.93640876,0.9306686,0.9426688,0.9129365,0.9417314,0.9273826,0.91318333,0.91050035,0.94844925,0.91949314,0.9038457,0.90808797,0.90173733,0.93259823,0.9188144,0.9076469,0.9112749,0.9372345,0.93134904,0.94285136,0.907718,0.88872075,0.9026285,0.8921157,0.89672613,0.93037415,0.9345062,0.9350492,0.505268
0.938476,0.86753666,0.91669804,0.9186177,0.9404165,0.94540197,0.96172285,0.9179969,0.89605385,0.88996917,0.9466649,0.9383632,0.9711886,0.9376984,0.93954456,0.86537164,0.90676856,1.0,0.7942549,0.9707726,0.92362285,0.902003,0.9420029,0.9023498,0.95195395,0.92713773,0.94552934,0.8440784,0.9477277,0.78036475,0.7114756,0.9221903,0.8264818,0.44949773,0.8758131,0.90351486,0.89023435,0.9016013,0.8971398,0.95314,0.940452,0.940237,0.9451436,0.9702866,0.93517035,0.9379494,0.8800627,0.88878644,0.945482,0.93594503,0.9058623,0.92374283,0.8988116,0.95565635,0.8871413,0.94273853,0.90578175,0.9281165,0.92757547,0.933024,0.97580016,0.88340735,0.8911485,0.9045633,0.8843241,0.92288446,0.945615,0.9426751,0.4854531
